a,b,d,C11,C22,C33,C12,anisotropy
1.137931,-0.310345,0.963427,0.336572,0.312053,0.074312,0.057104,1.078571
1.137931,-0.241379,0.929990,0.356733,0.333120,0.061890,0.054949,1.070884
1.137931,-0.172414,0.904911,0.373197,0.353212,0.049636,0.054364,1.056581
1.137931,-0.103448,0.888192,0.384993,0.369457,0.039506,0.054759,1.042051
1.137931,-0.034483,0.879833,0.391188,0.378678,0.033697,0.055262,1.033035
1.137931,0.034483,0.879833,0.391220,0.378703,0.033711,0.055281,1.033052
1.137931,0.103448,0.888192,0.384986,0.369451,0.039503,0.054756,1.042048
1.137931,0.172414,0.904911,0.373250,0.353254,0.049654,0.054390,1.056605
1.137931,0.241379,0.929990,0.356718,0.333108,0.061886,0.054943,1.070878
1.137931,0.310345,0.963427,0.336601,0.312077,0.074320,0.057116,1.078584
1.137931,0.379310,1.005225,0.313849,0.292159,0.085707,0.061040,1.074241
1.137931,0.448276,1.055381,0.289585,0.274647,0.095531,0.066529,1.054388
1.137931,0.517241,1.113898,0.264770,0.260132,0.103685,0.073103,1.017827
1.137931,0.586207,1.180773,0.240227,0.248800,0.110273,0.080174,0.965542
1.137931,0.655172,1.256008,0.216611,0.240616,0.115468,0.087185,0.900233
1.137931,0.724138,1.339603,0.194381,0.235412,0.119438,0.093682,0.825703
1.137931,0.793103,1.431557,0.173728,0.228294,0.121007,0.098834,0.760984
1.137931,0.862069,1.531870,0.154829,0.228289,0.122949,0.103396,0.678214
1.137931,0.931034,1.640543,0.137790,0.230345,0.124043,0.106946,0.598192
1.137931,1.000000,1.757576,0.120028,0.229785,0.121580,0.107283,0.522348
1.172414,-1.000000,1.705882,0.129457,0.225629,0.125429,0.110592,0.573760
1.172414,-0.931034,1.592292,0.144971,0.222064,0.124858,0.107799,0.652834
1.172414,-0.862069,1.486815,0.162216,0.220261,0.123545,0.104027,0.736473
1.172414,-0.793103,1.389452,0.181229,0.220534,0.121407,0.099255,0.821775
1.172414,-0.724138,1.300203,0.201788,0.227823,0.119700,0.093918,0.885721
1.172414,-0.655172,1.219067,0.223855,0.233345,0.115588,0.087280,0.959328
1.172414,-0.586207,1.146045,0.247171,0.241893,0.110287,0.080185,1.021819
1.172414,-0.517241,1.081136,0.271213,0.253605,0.103612,0.073071,1.069428
1.172414,-0.448276,1.024341,0.295415,0.268627,0.095391,0.066508,1.099722
1.172414,-0.379310,0.975659,0.318910,0.286751,0.085487,0.061035,1.112148
1.172414,-0.310345,0.935091,0.340830,0.307456,0.073984,0.057127,1.108551
1.172414,-0.241379,0.902637,0.360194,0.329494,0.061396,0.054986,1.093172
1.172414,-0.172414,0.878296,0.375931,0.350624,0.048919,0.054394,1.072178
1.172414,-0.103448,0.862069,0.387146,0.367767,0.038548,0.054760,1.052692
1.172414,-0.034483,0.853955,0.393068,0.377564,0.032599,0.055267,1.041064
1.172414,0.034483,0.853955,0.393075,0.377568,0.032601,0.055271,1.041071
1.172414,0.103448,0.862069,0.387144,0.367765,0.038547,0.054758,1.052692
1.172414,0.172414,0.878296,0.375931,0.350623,0.048919,0.054394,1.072178
1.172414,0.241379,0.902637,0.360166,0.329474,0.061389,0.054974,1.093154
1.172414,0.310345,0.935091,0.340840,0.307462,0.073986,0.057130,1.108558
1.172414,0.379310,0.975659,0.318913,0.286754,0.085488,0.061036,1.112151
1.172414,0.448276,1.024341,0.295408,0.268621,0.095390,0.066505,1.099720
1.172414,0.517241,1.081136,0.271222,0.253613,0.103613,0.073074,1.069431
1.172414,0.586207,1.146045,0.247167,0.241889,0.110286,0.080185,1.021818
1.172414,0.655172,1.219067,0.223869,0.233361,0.115591,0.087284,0.959324
1.172414,0.724138,1.300203,0.201789,0.227825,0.119700,0.093919,0.885720
1.172414,0.793103,1.389452,0.181230,0.220537,0.121408,0.099255,0.821765
1.172414,0.862069,1.486815,0.162219,0.220267,0.123545,0.104028,0.736465
1.172414,0.931034,1.592292,0.144974,0.222069,0.124858,0.107800,0.652830
1.172414,1.000000,1.705882,0.129456,0.225628,0.125429,0.110592,0.573759
1.206897,-1.000000,1.657143,0.136354,0.217395,0.126316,0.111518,0.627218
1.206897,-0.931034,1.546798,0.152110,0.214064,0.125522,0.108504,0.710582
1.206897,-0.862069,1.444335,0.169528,0.212506,0.124003,0.104517,0.797758
1.206897,-0.793103,1.349754,0.188556,0.217429,0.123068,0.100074,0.867205
1.206897,-0.724138,1.263054,0.209032,0.220482,0.119845,0.094049,0.948069
1.206897,-0.655172,1.184236,0.230902,0.226292,0.115605,0.087293,1.020373
1.206897,-0.586207,1.113300,0.253869,0.235144,0.110208,0.080134,1.079629
1.206897,-0.517241,1.050246,0.277411,0.247216,0.103462,0.073005,1.122138
1.206897,-0.448276,0.995074,0.301006,0.262704,0.095189,0.066467,1.145800
1.206897,-0.379310,0.947783,0.323767,0.281417,0.085215,0.061026,1.150487
1.206897,-0.310345,0.908374,0.344948,0.302918,0.073609,0.057155,1.138749
1.206897,-0.241379,0.876847,0.363476,0.325851,0.060824,0.054990,1.115465
1.206897,-0.172414,0.853202,0.378615,0.348072,0.048121,0.054415,1.087748
1.206897,-0.103448,0.837438,0.389315,0.366147,0.037492,0.054759,1.063276
1.206897,-0.034483,0.829557,0.394945,0.376497,0.031366,0.055244,1.049001
1.206897,0.034483,0.829557,0.394946,0.376497,0.031366,0.055244,1.049002
1.206897,0.103448,0.837438,0.389293,0.366131,0.037485,0.054748,1.063263
1.206897,0.172414,0.853202,0.378586,0.348053,0.048113,0.054403,1.087725
1.206897,0.241379,0.876847,0.363500,0.325869,0.060830,0.055000,1.115480
1.206897,0.310345,0.908374,0.344903,0.302888,0.073599,0.057139,1.138716
1.206897,0.379310,0.947783,0.323786,0.281431,0.085219,0.061032,1.150500
1.206897,0.448276,0.995074,0.300977,0.262683,0.095184,0.066458,1.145780
1.206897,0.517241,1.050246,0.277429,0.247230,0.103466,0.073010,1.122151
1.206897,0.586207,1.113300,0.253849,0.235129,0.110205,0.080129,1.079620
1.206897,0.655172,1.184236,0.230911,0.226300,0.115607,0.087295,1.020373
1.206897,0.724138,1.263054,0.209035,0.220485,0.119845,0.094049,0.948067
1.206897,0.793103,1.349754,0.188548,0.217420,0.123066,0.100071,0.867210
1.206897,0.862069,1.444335,0.169531,0.212512,0.124003,0.104519,0.797751
1.206897,0.931034,1.546798,0.152113,0.214067,0.125523,0.108505,0.710588
1.206897,1.000000,1.657143,0.136355,0.217397,0.126317,0.111518,0.627219
1.241379,-1.000000,1.611111,0.143234,0.209447,0.127048,0.112292,0.683869
1.241379,-0.931034,1.503831,0.159199,0.206339,0.126041,0.109062,0.771543
1.241379,-0.862069,1.404215,0.176788,0.209194,0.125738,0.105526,0.845093
1.241379,-0.793103,1.312261,0.195742,0.210083,0.123248,0.100250,0.931738
1.241379,-0.724138,1.227969,0.216124,0.213389,0.119879,0.094081,1.012816
1.241379,-0.655172,1.151341,0.237764,0.219453,0.115528,0.087232,1.083440
1.241379,-0.586207,1.082375,0.260343,0.228564,0.110049,0.080029,1.139034
1.241379,-0.517241,1.021073,0.283422,0.240992,0.103261,0.072919,1.176066
1.241379,-0.448276,0.967433,0.306361,0.256869,0.094942,0.066407,1.192674
1.241379,-0.379310,0.921456,0.328451,0.276162,0.084920,0.061017,1.189341
1.241379,-0.310345,0.883142,0.348861,0.298384,0.073201,0.057162,1.169167
1.241379,-0.241379,0.852490,0.366766,0.322311,0.060252,0.055033,1.137924
1.241379,-0.172414,0.829502,0.381229,0.345536,0.047274,0.054419,1.103296
1.241379,-0.103448,0.814176,0.391500,0.364585,0.036377,0.054756,1.073825
1.241379,-0.034483,0.806513,0.396888,0.375522,0.030068,0.055231,1.056896
1.241379,0.034483,0.806513,0.396900,0.375529,0.030072,0.055237,1.056909
1.241379,0.103448,0.814176,0.391528,0.364603,0.036385,0.054770,1.073849
1.241379,0.172414,0.829502,0.381232,0.345539,0.047275,0.054420,1.103298
1.241379,0.241379,0.852490,0.366756,0.322306,0.060250,0.055029,1.137913
1.241379,0.310345,0.883142,0.348892,0.298404,0.073208,0.057172,1.169192
1.241379,0.379310,0.921456,0.328454,0.276165,0.084920,0.061019,1.189343
1.241379,0.448276,0.967433,0.306382,0.256882,0.094945,0.066412,1.192694
1.241379,0.517241,1.021073,0.283426,0.240995,0.103261,0.072920,1.176068
1.241379,0.586207,1.082375,0.260335,0.228559,0.110048,0.080028,1.139028
1.241379,0.655172,1.151341,0.237761,0.219451,0.115527,0.087231,1.083438
1.241379,0.724138,1.227969,0.216124,0.213389,0.119879,0.094081,1.012817
1.241379,0.793103,1.312261,0.195736,0.210076,0.123247,0.100248,0.931740
1.241379,0.862069,1.404215,0.176788,0.209194,0.125738,0.105526,0.845092
1.241379,0.931034,1.503831,0.159203,0.206344,0.126042,0.109063,0.771540
1.241379,1.000000,1.611111,0.143235,0.209446,0.127048,0.112292,0.683875
1.275862,-1.000000,1.567568,0.150087,0.201773,0.127629,0.112915,0.743837
1.275862,-0.931034,1.463187,0.166231,0.198882,0.126419,0.109471,0.835827
1.275862,-0.862069,1.366263,0.183859,0.201872,0.125962,0.105754,0.910773
1.275862,-0.793103,1.276794,0.202794,0.202983,0.123308,0.100308,0.999070
1.275862,-0.724138,1.194781,0.223049,0.206518,0.119809,0.094018,1.080046
1.275862,-0.655172,1.120224,0.244433,0.212809,0.115364,0.087101,1.148601
1.275862,-0.586207,1.053122,0.266620,0.222161,0.109828,0.079883,1.200120
1.275862,-0.517241,0.993476,0.289197,0.234882,0.103012,0.072801,1.231242
1.275862,-0.448276,0.941286,0.311555,0.251157,0.094680,0.066346,1.240480
1.275862,-0.379310,0.896552,0.332964,0.270973,0.084619,0.061005,1.228770
1.275862,-0.310345,0.859273,0.352741,0.293952,0.072818,0.057199,1.199995
1.275862,-0.241379,0.829450,0.369934,0.318771,0.059675,0.055057,1.160499
1.275862,-0.172414,0.807083,0.383844,0.343054,0.046428,0.054433,1.118900
1.275862,-0.103448,0.792171,0.393690,0.363068,0.035233,0.054746,1.084343
1.275862,-0.034483,0.784716,0.398861,0.374609,0.028727,0.055211,1.064739
1.275862,0.034483,0.784716,0.398876,0.374618,0.028732,0.055219,1.064753
1.275862,0.103448,0.792171,0.393725,0.363090,0.035243,0.054763,1.084373
1.275862,0.172414,0.807083,0.383846,0.343056,0.046428,0.054434,1.118903
1.275862,0.241379,0.829450,0.369950,0.318782,0.059678,0.055063,1.160513
1.275862,0.310345,0.859273,0.352701,0.293929,0.072811,0.057186,1.199952
1.275862,0.379310,0.896552,0.332965,0.270974,0.084620,0.061005,1.228769
1.275862,0.448276,0.941286,0.311546,0.251152,0.094678,0.066344,1.240468
1.275862,0.517241,0.993476,0.289203,0.234885,0.103012,0.072802,1.231252
1.275862,0.586207,1.053122,0.266624,0.222165,0.109828,0.079884,1.200120
1.275862,0.655172,1.120224,0.244431,0.212808,0.115364,0.087101,1.148598
1.275862,0.724138,1.194781,0.223043,0.206513,0.119808,0.094017,1.080043
1.275862,0.793103,1.276794,0.202776,0.202964,0.123305,0.100303,0.999071
1.275862,0.862069,1.366263,0.183851,0.201861,0.125960,0.105751,0.910778
1.275862,0.931034,1.463187,0.166233,0.198885,0.126420,0.109472,0.835825
1.275862,1.000000,1.567568,0.150085,0.201773,0.127629,0.112914,0.743834
1.310345,-1.000000,1.526316,0.156902,0.194369,0.128066,0.113387,0.807238
1.310345,-0.931034,1.424682,0.173273,0.195589,0.128121,0.110531,0.885904
1.310345,-0.862069,1.330309,0.190825,0.194805,0.126058,0.105852,0.979570
1.310345,-0.793103,1.243194,0.209693,0.196108,0.123253,0.100253,1.069273
1.310345,-0.724138,1.163339,0.229792,0.199852,0.119642,0.093866,1.149814
1.310345,-0.655172,1.090744,0.250904,0.206350,0.115125,0.086907,1.215918
1.310345,-0.586207,1.025408,0.272716,0.215931,0.109559,0.079701,1.262973
1.310345,-0.517241,0.967332,NaN,NaN,NaN,NaN,NaN
1.310345,-0.448276,0.916515,0.316563,0.245540,0.094413,0.066275,1.289256
1.310345,-0.379310,0.872958,0.337365,0.265875,0.084342,0.061001,1.268889
1.310345,-0.310345,0.836661,0.356452,0.289529,0.072452,0.057217,1.231146
1.310345,-0.241379,0.807623,0.373070,0.315281,0.059134,0.055092,1.183294
1.310345,-0.172414,0.785844,0.386444,0.340610,0.045603,0.054448,1.134565
1.310345,-0.103448,0.771325,0.395919,0.361615,0.034100,0.054746,1.094866
1.310345,-0.034483,0.764065,0.400870,0.373757,0.027376,0.055190,1.072541
1.310345,0.034483,0.764065,0.400880,0.373764,0.027380,0.055195,1.072547
1.310345,0.103448,0.771325,0.395926,0.361618,0.034102,0.054749,1.094875
1.310345,0.172414,0.785844,0.386443,0.340608,0.045603,0.054448,1.134567
1.310345,0.241379,0.807623,0.373090,0.315292,0.059138,0.055099,1.183314
1.310345,0.310345,0.836661,0.356469,0.289538,0.072455,0.057222,1.231166
1.310345,0.379310,0.872958,0.337362,0.265872,0.084341,0.060999,1.268886
1.310345,0.448276,0.916515,0.316563,0.245539,0.094413,0.066275,1.289254
1.310345,0.517241,0.967332,0.294812,0.228924,0.102742,0.072670,1.287819
1.310345,0.586207,1.025408,0.272709,0.215927,0.109558,0.079700,1.262969
1.310345,0.655172,1.090744,0.250906,0.206351,0.115126,0.086907,1.215920
1.310345,0.724138,1.163339,0.229790,0.199850,0.119642,0.093865,1.149813
1.310345,0.793103,1.243194,0.209700,0.196114,0.123254,0.100255,1.069276
1.310345,0.862069,1.330309,0.190814,0.194793,0.126056,0.105849,0.979571
1.310345,0.931034,1.424682,0.173279,0.195597,0.128122,0.110533,0.885899
1.310345,1.000000,1.526316,0.156905,0.194370,0.128066,0.113387,0.807247
1.344828,-1.000000,1.487179,0.163681,0.187237,0.128364,0.113711,0.874191
1.344828,-0.931034,1.388152,0.180109,0.188571,0.128262,0.110678,0.955125
1.344828,-0.862069,1.296198,0.197673,0.187979,0.126033,0.105826,1.051566
1.344828,-0.793103,1.211317,0.216473,0.189484,0.123098,0.100103,1.142434
1.344828,-0.724138,1.133510,0.236378,0.193403,0.119393,0.093638,1.222209
1.344828,-0.655172,1.062776,0.252087,0.200154,0.113598,0.086425,1.259468
1.344828,-0.586207,0.999116,0.273105,0.209925,0.108108,0.079367,1.300963
1.344828,-0.517241,0.942529,0.294301,0.223154,0.101396,0.072491,1.318824
1.344828,-0.448276,0.893015,0.315136,0.240133,0.093188,0.066237,1.312343
1.344828,-0.379310,0.850575,0.341634,0.260841,0.084095,0.060992,1.309738
1.344828,-0.310345,0.815208,0.360091,0.285160,0.072134,0.057241,1.262767
1.344828,-0.241379,0.786914,0.376146,0.311817,0.058641,0.055126,1.206303
1.344828,-0.172414,0.765694,0.389013,0.338185,0.044817,0.054457,1.150299
1.344828,-0.103448,0.751547,0.398100,0.360170,0.032977,0.054717,1.105313
1.344828,-0.034483,0.744474,0.402895,0.372956,0.026035,0.055161,1.080275
1.344828,0.034483,0.744474,0.402899,0.372959,0.026036,0.055163,1.080276
1.344828,0.103448,0.751547,0.398096,0.360167,0.032976,0.054715,1.105310
1.344828,0.172414,0.765694,0.389032,0.338195,0.044821,0.054464,1.150318
1.344828,0.241379,0.786914,0.376125,0.311805,0.058636,0.055118,1.206283
1.344828,0.310345,0.815208,0.360095,0.285162,0.072135,0.057242,1.262772
1.344828,0.379310,0.850575,0.341621,0.260835,0.084093,0.060990,1.309722
1.344828,0.448276,0.893015,0.315121,0.240122,0.093186,0.066235,1.312335
1.344828,0.517241,0.942529,0.294300,0.223151,0.101396,0.072491,1.318841
1.344828,0.586207,0.999116,0.273110,0.209932,0.108109,0.079369,1.300945
1.344828,0.655172,1.062776,0.252090,0.200155,0.113599,0.086425,1.259474
1.344828,0.724138,1.133510,0.236386,0.193407,0.119394,0.093640,1.222217
1.344828,0.793103,1.211317,0.216467,0.189480,0.123097,0.100102,1.142429
1.344828,0.862069,1.296198,0.197664,0.187971,0.126032,0.105824,1.051564
1.344828,0.931034,1.388152,0.180103,0.188564,0.128261,0.110677,0.955127
1.344828,1.000000,1.487179,0.163681,0.187233,0.128364,0.113710,0.874211
1.379310,-1.000000,1.450000,0.170533,0.184009,0.130026,0.114811,0.926764
1.379310,-0.931034,1.353448,0.186857,0.181806,0.128278,0.110694,1.027787
1.379310,-0.862069,1.263793,0.204407,0.181398,0.125899,0.105690,1.126845
1.379310,-0.793103,1.181034,0.218634,0.183085,0.121487,0.099339,1.194168
1.379310,-0.724138,1.105172,0.237985,0.187182,0.117791,0.092969,1.271411
1.379310,-0.655172,1.036207,0.258124,0.194018,0.113281,0.086125,1.330416
1.379310,-0.586207,0.974138,0.278756,0.203963,0.107805,0.079112,1.366700
1.379310,-0.517241,0.918966,0.299466,0.217393,0.101136,0.072307,1.377531
1.379310,-0.448276,0.870690,0.319750,0.234665,0.092975,0.066131,1.362583
1.379310,-0.379310,0.829310,0.339006,0.255948,0.083009,0.061001,1.324512
1.379310,-0.310345,0.794828,0.363653,0.280840,0.071875,0.057267,1.294878
1.379310,-0.241379,0.767241,0.379149,0.308366,0.058205,0.055150,1.229543
1.379310,-0.172414,0.746552,0.391568,0.335790,0.044087,0.054467,1.166112
1.379310,-0.103448,0.732759,0.400344,0.358794,0.031909,0.054711,1.115804
