a,b,d,C11,C22,C33,C12,anisotropy
1.103448,0.448276,1.088362,0.116337,0.115270,0.037063,0.033179,1.009252
1.103448,0.517241,1.148707,0.106610,0.110136,0.042459,0.038050,0.967982
1.103448,0.586207,1.217672,0.097042,0.106532,0.047005,0.042498,0.910922
1.103448,0.655172,1.295259,0.087859,0.104434,0.050713,0.046383,0.841284
1.103448,0.724138,1.381466,0.078836,0.097696,0.052094,0.048336,0.806949
1.103448,0.793103,1.476293,0.070752,0.098449,0.054274,0.050895,0.718667
1.103448,0.862069,1.579741,0.063347,0.100215,0.055812,0.052830,0.632117
1.103448,0.931034,1.691810,0.056629,0.102820,0.056782,0.054184,0.550755
1.103448,1.000000,1.812500,0.047583,0.098761,0.053636,0.051573,0.481800
1.137931,-1.000000,1.757576,0.050498,0.094947,0.054102,0.052033,0.531849
1.137931,-0.931034,1.640543,0.059840,0.098911,0.057158,0.054556,0.604989
1.137931,-0.862069,1.531870,0.066629,0.096486,0.056057,0.053076,0.690557
1.137931,-0.793103,1.431557,0.074056,0.094920,0.054403,0.051028,0.780191
1.137931,-0.724138,1.339603,0.082481,0.100294,0.053727,0.049737,0.822394
1.137931,-0.655172,1.256008,0.091021,0.101232,0.050746,0.046425,0.899132
1.137931,-0.586207,1.180773,0.100019,0.103579,0.047006,0.042504,0.965625
1.137931,-0.517241,1.113898,0.109314,0.107441,0.042457,0.038049,1.017432
1.137931,-0.448276,1.055381,0.118695,0.112860,0.037081,0.033193,1.051703
1.137931,-0.379310,1.005225,0.127880,0.119740,0.030923,0.028133,1.067978
1.137931,-0.310345,0.963427,0.136494,0.127748,0.024153,0.023130,1.068458
1.137931,-0.241379,0.929990,0.144153,0.136294,0.017152,0.018497,1.057660
1.137931,-0.172414,0.904911,0.150404,0.144405,0.010582,0.014580,1.041545
1.137931,-0.103448,0.888192,0.154871,0.150895,0.005361,0.011721,1.026352
1.137931,-0.034483,0.879833,0.157243,0.154576,0.002446,0.010203,1.017248
1.137931,0.034483,0.879833,0.157247,0.154580,0.002447,0.010205,1.017254
1.137931,0.103448,0.888192,0.154870,0.150894,0.005361,0.011721,1.026352
1.137931,0.172414,0.904911,0.150403,0.144404,0.010582,0.014580,1.041545
1.137931,0.241379,0.929990,0.144144,0.136286,0.017152,0.018497,1.057655
1.137931,0.310345,0.963427,0.136494,0.127749,0.024153,0.023130,1.068457
1.137931,0.379310,1.005225,0.127879,0.119739,0.030923,0.028133,1.067978
1.137931,0.448276,1.055381,0.118697,0.112862,0.037081,0.033193,1.051702
1.137931,0.517241,1.113898,0.109314,0.107441,0.042457,0.038049,1.017431
1.137931,0.586207,1.180773,0.100012,0.103572,0.047005,0.042504,0.965626
1.137931,0.655172,1.256008,0.091020,0.101231,0.050746,0.046425,0.899131
1.137931,0.724138,1.339603,0.082482,0.100295,0.053727,0.049737,0.822395
1.137931,0.793103,1.431557,0.074056,0.094919,0.054403,0.051028,0.780197
1.137931,0.862069,1.531870,0.066629,0.096487,0.056057,0.053076,0.690551
1.137931,0.931034,1.640543,0.059840,0.098910,0.057157,0.054556,0.604996
1.137931,1.000000,1.757576,0.050496,0.094946,0.054101,0.052031,0.531845
1.172414,-1.000000,1.705882,0.056784,0.098109,0.058198,0.055942,0.578781
1.172414,-0.931034,1.592292,0.063035,0.095152,0.057459,0.054856,0.662465
1.172414,-0.862069,1.486815,0.069874,0.092903,0.056240,0.053259,0.752125
1.172414,-0.793103,1.389452,0.077308,0.091530,0.054485,0.051112,0.844620
1.172414,-0.724138,1.300203,0.085692,0.096989,0.053794,0.049811,0.883521
1.172414,-0.655172,1.219067,0.094099,0.098135,0.050764,0.046446,0.958874
1.172414,-0.586207,1.146045,0.102891,0.100700,0.047006,0.042504,1.021762
1.172414,-0.517241,1.081136,0.111918,0.104807,0.042468,0.038056,1.067851
1.172414,-0.448276,1.024341,0.120958,0.110492,0.037124,0.033226,1.094715
1.172414,-0.379310,0.975659,0.129757,0.117686,0.031001,0.028198,1.102571
1.172414,-0.310345,0.935091,0.137967,0.126064,0.024249,0.023215,1.094416
1.172414,-0.241379,0.902637,0.145214,0.135009,0.017232,0.018578,1.075591
1.172414,-0.172414,0.878296,0.151130,0.143548,0.010609,0.014633,1.052812
1.172414,-0.103448,0.862069,0.155368,0.150421,0.005319,0.011738,1.032886
1.172414,-0.034483,0.853955,0.157595,0.154308,0.002354,0.010190,1.021302
1.172414,0.034483,0.853955,0.157589,0.154303,0.002353,0.010188,1.021292
1.172414,0.103448,0.862069,0.155355,0.150410,0.005318,0.011736,1.032876
1.172414,0.172414,0.878296,0.151142,0.143559,0.010610,0.014634,1.052820
1.172414,0.241379,0.902637,0.145219,0.135013,0.017232,0.018578,1.075595
1.172414,0.310345,0.935091,0.137967,0.126065,0.024249,0.023215,1.094417
1.172414,0.379310,0.975659,0.129754,0.117683,0.031000,0.028198,1.102570
1.172414,0.448276,1.024341,0.120960,0.110495,0.037124,0.033226,1.094715
1.172414,0.517241,1.081136,0.111913,0.104802,0.042468,0.038056,1.067852
1.172414,0.586207,1.146045,0.102891,0.100700,0.047005,0.042504,1.021759
1.172414,0.655172,1.219067,0.094097,0.098133,0.050763,0.046446,0.958872
1.172414,0.724138,1.300203,0.085692,0.096989,0.053794,0.049811,0.883523
1.172414,0.793103,1.389452,0.077308,0.091531,0.054485,0.051112,0.844617
1.172414,0.862069,1.486815,0.069876,0.092905,0.056241,0.053260,0.752129
1.172414,0.931034,1.592292,0.063035,0.095151,0.057459,0.054855,0.662467
1.172414,1.000000,1.705882,0.056784,0.098109,0.058198,0.055942,0.578782
1.206897,-1.000000,1.657143,0.059883,0.094345,0.058548,0.056290,0.634724
1.206897,-0.931034,1.546798,0.066207,0.091541,0.057690,0.055087,0.723248
1.206897,-0.862069,1.444335,0.073085,0.089466,0.056366,0.053386,0.816900
1.206897,-0.793103,1.349754,0.080979,0.093717,0.056250,0.052673,0.864082
1.206897,-0.724138,1.263054,0.088824,0.093790,0.053828,0.049850,0.947046
1.206897,-0.655172,1.184236,0.097097,0.095136,0.050766,0.046450,1.020605
1.206897,-0.586207,1.113300,0.105681,0.097905,0.047006,0.042500,1.079434
1.206897,-0.517241,1.050246,0.114429,0.102227,0.042492,0.038071,1.119357
1.206897,-0.448276,0.995074,0.123136,0.108166,0.037188,0.033276,1.138401
1.206897,-0.379310,0.947783,0.131544,0.115644,0.031105,0.028285,1.137490
1.206897,-0.310345,0.908374,0.139365,0.124382,0.024372,0.023322,1.120462
1.206897,-0.241379,0.876847,0.146246,0.133742,0.017334,0.018679,1.093490
1.206897,-0.172414,0.853202,0.151840,0.142708,0.010650,0.014699,1.063989
1.206897,-0.103448,0.837438,0.155828,0.149936,0.005278,0.011754,1.039295
1.206897,-0.034483,0.829557,0.157946,0.154054,0.002255,0.010175,1.025266
1.206897,0.034483,0.829557,0.157939,0.154049,0.002254,0.010173,1.025253
1.206897,0.103448,0.837438,0.155822,0.149931,0.005277,0.011752,1.039290
1.206897,0.172414,0.853202,0.151841,0.142709,0.010650,0.014699,1.063990
1.206897,0.241379,0.876847,0.146239,0.133737,0.017334,0.018679,1.093483
1.206897,0.310345,0.908374,0.139366,0.124383,0.024372,0.023322,1.120463
1.206897,0.379310,0.947783,0.131550,0.115649,0.031105,0.028284,1.137491
1.206897,0.448276,0.995074,0.123134,0.108164,0.037188,0.033276,1.138396
1.206897,0.517241,1.050246,0.114425,0.102224,0.042492,0.038071,1.119354
1.206897,0.586207,1.113300,0.105676,0.097900,0.047005,0.042500,1.079435
1.206897,0.655172,1.184236,0.097094,0.095134,0.050766,0.046449,1.020605
1.206897,0.724138,1.263054,0.088824,0.093790,0.053828,0.049850,0.947048
1.206897,0.793103,1.349754,0.080976,0.093713,0.056249,0.052672,0.864082
1.206897,0.862069,1.444335,0.073084,0.089465,0.056366,0.053386,0.816906
1.206897,0.931034,1.546798,0.066207,0.091540,0.057690,0.055087,0.723252
1.206897,1.000000,1.657143,0.059883,0.094345,0.058549,0.056290,0.634725
1.241379,-1.000000,1.611111,0.062971,0.090724,0.058825,0.056565,0.694093
1.241379,-0.931034,1.503831,0.069353,0.088074,0.057858,0.055254,0.787442
1.241379,-0.862069,1.404215,0.076808,0.091306,0.058216,0.055056,0.841220
1.241379,-0.793103,1.312261,0.084136,0.090460,0.056306,0.052733,0.930095
1.241379,-0.724138,1.227969,0.091897,0.090711,0.053837,0.049859,1.013075
1.241379,-0.655172,1.151341,0.100012,0.092225,0.050754,0.046435,1.084440
1.241379,-0.586207,1.082375,0.108385,0.095179,0.047005,0.042492,1.138750
1.241379,-0.517241,1.021073,0.116848,0.099696,0.042527,0.038093,1.172041
1.241379,-0.448276,0.967433,0.125222,0.105866,0.037272,0.033342,1.182841
1.241379,-0.379310,0.921456,0.133272,0.113633,0.031235,0.028391,1.172825
1.241379,-0.310345,0.883142,0.140699,0.122703,0.024521,0.023450,1.146666
1.241379,-0.241379,0.852490,0.147218,0.132464,0.017459,0.018796,1.111378
1.241379,-0.172414,0.829502,0.152518,0.141865,0.010705,0.014775,1.075094
1.241379,-0.103448,0.814176,0.156289,0.149470,0.005241,0.011775,1.045621
1.241379,-0.034483,0.806513,0.158294,0.153812,0.002153,0.010158,1.029135
1.241379,0.034483,0.806513,0.158295,0.153813,0.002153,0.010158,1.029136
1.241379,0.103448,0.814176,0.156283,0.149466,0.005241,0.011774,1.045615
1.241379,0.172414,0.829502,0.152519,0.141866,0.010705,0.014775,1.075091
1.241379,0.241379,0.852490,0.147228,0.132473,0.017460,0.018797,1.111388
1.241379,0.310345,0.883142,0.140699,0.122703,0.024521,0.023450,1.146662
1.241379,0.379310,0.921456,0.133269,0.113631,0.031235,0.028391,1.172822
1.241379,0.448276,0.967433,0.125221,0.105865,0.037272,0.033342,1.182840
1.241379,0.517241,1.021073,0.116852,0.099700,0.042527,0.038093,1.172038
1.241379,0.586207,1.082375,0.108382,0.095176,0.047004,0.042492,1.138752
1.241379,0.655172,1.151341,0.100014,0.092227,0.050755,0.046435,1.084437
1.241379,0.724138,1.227969,0.091898,0.090711,0.053837,0.049859,1.013076
1.241379,0.793103,1.312261,0.084135,0.090458,0.056305,0.052733,0.930095
1.241379,0.862069,1.404215,0.076809,0.091306,0.058216,0.055056,0.841220
1.241379,0.931034,1.503831,0.069355,0.088075,0.057859,0.055254,0.787447
1.241379,1.000000,1.611111,0.062971,0.090724,0.058826,0.056565,0.694090
1.275862,-1.000000,1.567568,0.066044,0.087248,0.059034,0.056773,0.756972
1.275862,-0.931034,1.463187,0.072475,0.084751,0.057969,0.055362,0.855152
1.275862,-0.862069,1.366263,0.079958,0.088012,0.058296,0.055141,0.908489
1.275862,-0.793103,1.276794,0.087242,0.087325,0.056325,0.052753,0.999046
1.275862,-0.724138,1.194781,0.094901,0.087731,0.053819,0.049840,1.081728
1.275862,-0.655172,1.120224,0.102865,0.089410,0.050732,0.046406,1.150490
1.275862,-0.586207,1.053122,0.111013,0.092525,0.047004,0.042480,1.199824
1.275862,-0.517241,0.993476,0.119197,0.097224,0.042572,0.038121,1.226009
1.275862,-0.448276,0.941286,0.127240,0.103604,0.037375,0.033421,1.228138
1.275862,-0.379310,0.896552,0.134920,0.111629,0.031389,0.028515,1.208639
1.275862,-0.310345,0.859273,0.141988,0.121038,0.024697,0.023597,1.173091
1.275862,-0.241379,0.829450,0.148163,0.131196,0.017608,0.018930,1.129322
1.275862,-0.172414,0.807083,0.153177,0.141027,0.010776,0.014861,1.086155
1.275862,-0.103448,0.792171,0.156754,0.149020,0.005213,0.011802,1.051893
1.275862,-0.034483,0.784716,0.158639,0.153582,0.002053,0.010141,1.032927
1.275862,0.034483,0.784716,0.158639,0.153583,0.002053,0.010141,1.032925
1.275862,0.103448,0.792171,0.156735,0.149007,0.005213,0.011799,1.051864
1.275862,0.172414,0.807083,0.153173,0.141024,0.010776,0.014861,1.086148
1.275862,0.241379,0.829450,0.148164,0.131197,0.017608,0.018930,1.129320
1.275862,0.310345,0.859273,0.141990,0.121039,0.024697,0.023597,1.173093
1.275862,0.379310,0.896552,0.134916,0.111626,0.031388,0.028516,1.208641
1.275862,0.448276,0.941286,0.127244,0.103607,0.037375,0.033420,1.228138
1.275862,0.517241,0.993476,0.119197,0.097223,0.042571,0.038121,1.226010
1.275862,0.586207,1.053122,0.111008,0.092521,0.047003,0.042480,1.199824
1.275862,0.655172,1.120224,0.102858,0.089404,0.050730,0.046406,1.150491
1.275862,0.724138,1.194781,0.094903,0.087732,0.053819,0.049840,1.081729
1.275862,0.793103,1.276794,0.087239,0.087322,0.056324,0.052753,0.999048
1.275862,0.862069,1.366263,0.079957,0.088010,0.058296,0.055140,0.908488
1.275862,0.931034,1.463187,0.072473,0.084749,0.057968,0.055361,0.855150
1.275862,1.000000,1.567568,0.066044,0.087248,0.059034,0.056773,0.756967
1.310345,-1.000000,1.526316,0.069098,0.083912,0.059180,0.056915,0.823462
1.310345,-0.931034,1.424682,0.076223,0.086320,0.059888,0.057129,0.883032
1.310345,-0.862069,1.330309,0.083065,0.084844,0.058330,0.055177,0.979031
1.310345,-0.793103,1.243194,0.090289,0.084299,0.056307,0.052735,1.071068
1.310345,-0.724138,1.163339,0.097844,0.084851,0.053778,0.049794,1.153127
1.310345,-0.655172,1.090744,0.105637,0.086668,0.050695,0.046362,1.218871
1.310345,-0.586207,1.025408,0.113563,0.089932,0.047001,0.042465,1.262766
1.310345,-0.517241,0.967332,0.121467,0.094794,0.042624,0.038154,1.281376
1.310345,-0.448276,0.916515,0.129186,0.101372,0.037493,0.033511,1.274379
1.310345,-0.379310,0.872958,0.136516,0.109648,0.031564,0.028655,1.245032
1.310345,-0.310345,0.836661,0.143219,0.119370,0.024896,0.023761,1.199786
1.310345,-0.241379,0.807623,0.149066,0.129923,0.017778,0.019078,1.147343
1.310345,-0.172414,0.785844,0.153810,0.140185,0.010864,0.014957,1.097193
1.310345,-0.103448,0.771325,0.157189,0.148563,0.005193,0.011829,1.058066
1.310345,-0.034483,0.764065,0.158981,0.153362,0.001956,0.010123,1.036636
1.310345,0.034483,0.764065,0.158976,0.153360,0.001956,0.010121,1.036622
1.310345,0.103448,0.771325,0.157176,0.148553,0.005193,0.011828,1.058045
1.310345,0.172414,0.785844,0.153811,0.140185,0.010864,0.014957,1.097193
1.310345,0.241379,0.807623,0.149074,0.129929,0.017778,0.019078,1.147347
1.310345,0.310345,0.836661,0.143215,0.119368,0.024896,0.023761,1.199784
1.310345,0.379310,0.872958,0.136511,0.109645,0.031564,0.028656,1.245029
1.310345,0.448276,0.916515,0.129187,0.101373,0.037494,0.033511,1.274377
1.310345,0.517241,0.967332,0.121469,0.094796,0.042624,0.038154,1.281373
1.310345,0.586207,1.025408,0.113565,0.089933,0.047001,0.042465,1.262764
1.310345,0.655172,1.090744,0.105637,0.086668,0.050695,0.046362,1.218875
1.310345,0.724138,1.163339,0.097845,0.084852,0.053779,0.049794,1.153128
1.310345,0.793103,1.243194,0.090291,0.084300,0.056308,0.052735,1.071067
1.310345,0.862069,1.330309,0.083065,0.084844,0.058330,0.055177,0.979030
1.310345,0.931034,1.424682,0.076222,0.086319,0.059887,0.057129,0.883032
1.310345,1.000000,1.526316,0.069098,0.083911,0.059179,0.056916,0.823471
1.344828,-1.000000,1.487179,0.072133,0.080715,0.059268,0.056999,0.893674
1.344828,-0.931034,1.388152,0.079306,0.083133,0.059942,0.057186,0.953963
1.344828,-0.862069,1.296198,0.086130,0.081797,0.058322,0.055168,1.052979
1.344828,-0.793103,1.211317,0.093289,0.081384,0.056258,0.052682,1.146285
1.344828,-0.724138,1.133510,0.100725,0.082064,0.053716,0.049725,1.227405
1.344828,-0.655172,1.062776,0.101913,0.083715,0.049218,0.045140,1.217377
1.344828,-0.586207,0.999116,0.109100,0.087172,0.045736,0.041467,1.251553
1.344828,-0.517241,0.942529,0.116228,0.092231,0.041600,0.037390,1.260179
1.344828,-0.448276,0.893015,0.123153,0.099020,0.036721,0.032971,1.243724
1.344828,-0.379310,0.850575,0.138048,0.107678,0.031759,0.028810,1.282045
1.344828,-0.310345,0.815208,0.144412,0.117713,0.025118,0.023940,1.226818
1.344828,-0.241379,0.786914,0.149941,0.128652,0.017971,0.019241,1.165481
1.344828,-0.172414,0.765694,0.154419,0.139341,0.010968,0.015062,1.108211
1.344828,-0.103448,0.751547,0.157626,0.148117,0.005184,0.011863,1.064202
1.344828,-0.034483,0.744474,0.159322,0.153154,0.001865,0.010105,1.040275
1.344828,0.034483,0.744474,0.159316,0.153150,0.001864,0.010103,1.040263
1.344828,0.103448,0.751547,0.157608,0.148103,0.005183,0.011860,1.064175
1.344828,0.172414,0.765694,0.154414,0.139337,0.010968,0.015062,1.108201
1.344828,0.241379,0.786914,0.149940,0.128651,0.017971,0.019240,1.165480
1.344828,0.310345,0.815208,0.144405,0.117708,0.025118,0.023941,1.226810
1.344828,0.379310,0.850575,0.138044,0.107675,0.031759,0.028811,1.282046
1.344828,0.448276,0.893015,0.123153,0.099021,0.036721,0.032971,1.243709
1.344828,0.517241,0.942529,0.116228,0.092229,0.041600,0.037390,1.260213
1.344828,0.586207,0.999116,0.109098,0.087170,0.045736,0.041466,1.251556
1.344828,0.655172,1.062776,0.101913,0.083715,0.049218,0.045140,1.217385
1.344828,0.724138,1.133510,0.100728,0.082066,0.053716,0.049725,1.227405
1.344828,0.793103,1.211317,0.093289,0.081384,0.056258,0.052682,1.146284
1.344828,0.862069,1.296198,0.086129,0.081796,0.058322,0.055168,1.052978
1.344828,0.931034,1.388152,0.079306,0.083133,0.059942,0.057186,0.953961
1.344828,1.000000,1.487179,0.072133,0.080714,0.059268,0.056999,0.893686
1.379310,-1.000000,1.450000,0.075907,0.082063,0.061231,0.058838,0.924992
1.379310,-0.931034,1.353448,0.082358,0.080073,0.059948,0.057193,1.028535
1.379310,-0.862069,1.263793,0.089152,0.078862,0.058274,0.055117,1.130480
1.379310,-0.793103,1.181034,0.090702,0.078111,0.054498,0.051125,1.161197
1.379310,-0.724138,1.105172,0.097527,0.079002,0.052097,0.048339,1.234493
1.379310,-0.655172,1.036207,0.104476,0.081136,0.049211,0.045122,1.287657
1.379310,-0.586207,0.974138,0.111445,0.084705,0.045777,0.041489,1.315687
1.379310,-0.517241,0.918966,0.118307,0.089892,0.041709,0.037470,1.316102
1.379310,-0.448276,0.870690,0.124928,0.096844,0.036904,0.033112,1.289997
1.379310,-0.379310,0.829310,0.131144,0.105593,0.031273,0.028490,1.241974
1.379310,-0.310345,0.794828,0.145557,0.116055,0.025361,0.024133,1.254211
1.379310,-0.241379,0.767241,0.150787,0.127378,0.018184,0.019415,1.183775
1.379310,-0.172414,0.746552,0.155018,0.138500,0.011091,0.015177,1.119266
1.379310,-0.103448,0.732759,0.158038,0.147663,0.005185,0.011897,1.070263
